Source,Target,Weight
3900.HK-2013,1109.HK-2016,0.910333032
3900.HK-2013,1098.HK-2019,0.897870794
3900.HK-2013,0688.HK-2013,0.888073102
3900.HK-2013,0688.HK-2014,0.88125138
3900.HK-2013,002146.SZ-2018,0.870298067
3900.HK-2013,0106.HK-2014,0.864309841
3900.HK-2013,600048.SH-2015,0.863471454
3900.HK-2013,1908.HK-2017,0.857033435
3900.HK-2013,3333.HK-2018,0.856613187
3900.HK-2013,1109.HK-2014,0.856412867
3900.HK-2013,002146.SZ-2019,0.856371881
3900.HK-2013,001979.SZ-2018,0.853832888
3900.HK-2013,600383.SH-2018,0.847933642
3900.HK-2013,0688.HK-2016,0.847573011
3900.HK-2013,0688.HK-2019,0.844832384
3900.HK-2013,0688.HK-2018,0.843405097
3900.HK-2013,0688.HK-2015,0.843032487
3900.HK-2013,000002.SZ-2014,0.842872568
3377.HK-2013,3383.HK-2016,0.943304159
3377.HK-2013,600376.SH-2018,0.933489486
3377.HK-2013,2868.HK-2019,0.931260805
3377.HK-2013,1238.HK-2014,0.925856064
3377.HK-2013,1638.HK-2018,0.918463214
3377.HK-2013,3383.HK-2015,0.917409326
3377.HK-2013,1777.HK-2016,0.917296925
3377.HK-2013,3900.HK-2018,0.915103929
3377.HK-2013,600708.SH-2019,0.914580313
3377.HK-2013,002244.SZ-2018,0.912343146
3377.HK-2013,1281.HK-2017,0.910384384
3377.HK-2013,000031.SZ-2016,0.908472632
3377.HK-2013,1777.HK-2018,0.907440851
3377.HK-2013,0817.HK-2014,0.907384257
3377.HK-2013,600376.SH-2016,0.902758402
3377.HK-2013,3900.HK-2014,0.899431262
3377.HK-2013,600376.SH-2019,0.8989373
3377.HK-2013,1908.HK-2016,0.897826968
3377.HK-2013,2868.HK-2017,0.896657012
3377.HK-2013,0813.HK-2016,0.89377155
3377.HK-2013,0688.HK-2017,0.893641395
3377.HK-2013,1777.HK-2015,0.893083852
1862.HK-2013,0106.HK-2016,0.977358742
1862.HK-2013,600708.SH-2016,0.934477235
1862.HK-2013,0884.HK-2015,0.929656362
1862.HK-2013,000926.SZ-2017,0.928295254
1862.HK-2013,600708.SH-2017,0.925289438
1862.HK-2013,600383.SH-2013,0.9160133
1862.HK-2013,600466.SH-2015,0.91430168
1862.HK-2013,600383.SH-2014,0.913847124
1862.HK-2013,1281.HK-2016,0.913408453
1862.HK-2013,600708.SH-2015,0.908379515
1862.HK-2013,000031.SZ-2015,0.905729038
1862.HK-2013,600383.SH-2016,0.902784228
1862.HK-2013,1777.HK-2013,0.899271902
1862.HK-2013,1628.HK-2013,0.899153554
1862.HK-2013,3380.HK-2015,0.898241525
1862.HK-2013,1918.HK-2014,0.896158384
1862.HK-2013,2868.HK-2013,0.891667608
1862.HK-2013,1777.HK-2014,0.889255279
1862.HK-2013,1862.HK-2017,0.888299884
1862.HK-2013,1098.HK-2016,0.888196003
1862.HK-2013,600606.SH-2017,0.886898186
600383.SH-2013,002244.SZ-2014,0.958738278
600383.SH-2013,600383.SH-2014,0.956549481
600383.SH-2013,600383.SH-2016,0.956502521
600383.SH-2013,600708.SH-2016,0.941243221
600383.SH-2013,000926.SZ-2017,0.939954112
600383.SH-2013,1281.HK-2016,0.935051427
600383.SH-2013,000926.SZ-2016,0.933056382
600383.SH-2013,2868.HK-2016,0.932706342
600383.SH-2013,600383.SH-2015,0.932661824
600383.SH-2013,0884.HK-2015,0.918163961
600383.SH-2013,1098.HK-2014,0.917277324
600383.SH-2013,3900.HK-2016,0.917214902
600383.SH-2013,0106.HK-2016,0.914256754
600383.SH-2013,1098.HK-2015,0.90791356
600383.SH-2013,600708.SH-2017,0.906276545
600383.SH-2013,1281.HK-2018,0.904741075
600383.SH-2013,000926.SZ-2019,0.904333917
600383.SH-2013,2777.HK-2015,0.902073698
600383.SH-2013,002244.SZ-2016,0.900560309
600383.SH-2013,3900.HK-2014,0.898177609
600383.SH-2013,600606.SH-2017,0.89765959
600383.SH-2013,3377.HK-2019,0.897637764
1281.HK-2013,600606.SH-2014,0.958567261
1281.HK-2013,2777.HK-2018,0.947294429
1281.HK-2013,3333.HK-2014,0.929799414
1281.HK-2013,1238.HK-2016,0.918216072
1281.HK-2013,0813.HK-2015,0.914766744
1281.HK-2013,1813.HK-2017,0.911371579
1281.HK-2013,2777.HK-2019,0.908435722
1281.HK-2013,3333.HK-2015,0.904498594
1281.HK-2013,0817.HK-2016,0.900469446
1281.HK-2013,3333.HK-2016,0.898791659
1281.HK-2013,1918.HK-2017,0.897582129
1281.HK-2013,3333.HK-2017,0.895179676
1281.HK-2013,0832.HK-2019,0.893302012
1281.HK-2013,1638.HK-2019,0.893258195
1281.HK-2013,1238.HK-2018,0.892546589
1281.HK-2013,1238.HK-2017,0.892233959
1281.HK-2013,0817.HK-2015,0.890334417
1281.HK-2013,1813.HK-2018,0.890006752
1281.HK-2013,0960.HK-2017,0.888180694
1281.HK-2013,0960.HK-2018,0.888113073
1281.HK-2013,002146.SZ-2016,0.887795353
1281.HK-2013,600340.SH-2019,0.879828818
1281.HK-2013,3333.HK-2019,0.879753806
1281.HK-2013,000656.SZ-2018,0.876746842
1281.HK-2013,0813.HK-2018,0.874637039
1281.HK-2013,1813.HK-2016,0.8737261
1281.HK-2013,1777.HK-2019,0.872682348
600048.SH-2013,1233.HK-2018,0.886840406
600048.SH-2013,0884.HK-2017,0.886098823
600048.SH-2013,0884.HK-2018,0.882051081
600048.SH-2013,1908.HK-2018,0.876759504
600048.SH-2013,1233.HK-2017,0.867331497
600048.SH-2013,2768.HK-2017,0.865886688
600048.SH-2013,1233.HK-2019,0.86193795
600048.SH-2013,1233.HK-2015,0.854411371
600048.SH-2013,1908.HK-2019,0.854392042
600048.SH-2013,600340.SH-2015,0.849618854
600048.SH-2013,1966.HK-2019,0.839617949
0688.HK-2013,0688.HK-2014,0.962412485
0688.HK-2013,600048.SH-2015,0.939064128
0688.HK-2013,0688.HK-2016,0.93551387
0688.HK-2013,0688.HK-2019,0.933397223
0688.HK-2013,0688.HK-2015,0.932386267
0688.HK-2013,0688.HK-2018,0.929068797
0688.HK-2013,1098.HK-2019,0.875916985
0688.HK-2013,2777.HK-2016,0.866134905
0688.HK-2013,0106.HK-2014,0.852335862
0817.HK-2013,1777.HK-2019,0.937301751
0817.HK-2013,002244.SZ-2019,0.932458508
0817.HK-2013,0817.HK-2017,0.929698307
0817.HK-2013,0832.HK-2017,0.92939841
0817.HK-2013,0832.HK-2018,0.925703845
0817.HK-2013,0817.HK-2016,0.923235436
0817.HK-2013,1238.HK-2019,0.918034945
0817.HK-2013,002244.SZ-2015,0.916377208
0817.HK-2013,1238.HK-2015,0.913648783
0817.HK-2013,0817.HK-2015,0.911291504
0817.HK-2013,3900.HK-2019,0.902080853
0817.HK-2013,600376.SH-2014,0.899503961
0817.HK-2013,1966.HK-2013,0.894034758
0817.HK-2013,0832.HK-2016,0.89182708
0817.HK-2013,0832.HK-2014,0.885423953
0817.HK-2013,0884.HK-2016,0.883088165
0817.HK-2013,1238.HK-2018,0.881183247
0817.HK-2013,1238.HK-2016,0.878671631
0817.HK-2013,000031.SZ-2017,0.875526752
0817.HK-2013,000656.SZ-2018,0.874146396
0817.HK-2013,1238.HK-2017,0.872425127
0817.HK-2013,1628.HK-2016,0.869491216
0817.HK-2013,0817.HK-2019,0.86431291
0817.HK-2013,1098.HK-2017,0.86028945
2868.HK-2013,1098.HK-2016,0.946102611
2868.HK-2013,1628.HK-2013,0.940756404
2868.HK-2013,1628.HK-2015,0.939580144
2868.HK-2013,3883.HK-2014,0.928172412
2868.HK-2013,1777.HK-2015,0.927140097
2868.HK-2013,600325.SH-2016,0.92546205
2868.HK-2013,3883.HK-2016,0.92395253
2868.HK-2013,1966.HK-2014,0.923736874
2868.HK-2013,1966.HK-2015,0.921996848
2868.HK-2013,000031.SZ-2018,0.921487151
2868.HK-2013,1777.HK-2013,0.918600122
2868.HK-2013,1777.HK-2014,0.918043466
2868.HK-2013,000926.SZ-2018,0.916643435
2868.HK-2013,000031.SZ-2016,0.90649655
2868.HK-2013,1098.HK-2014,0.903518531
2868.HK-2013,000926.SZ-2019,0.900071429
2868.HK-2013,2868.HK-2017,0.896683115
2868.HK-2013,1628.HK-2014,0.892860464
2868.HK-2013,1281.HK-2017,0.891245494
2868.HK-2013,0106.HK-2016,0.889280762
2868.HK-2013,1281.HK-2016,0.887748095
0884.HK-2013,0884.HK-2014,0.991874269
0884.HK-2013,0106.HK-2019,0.951677281
0884.HK-2013,0832.HK-2013,0.913245883
0884.HK-2013,2768.HK-2019,0.911298176
0884.HK-2013,1813.HK-2013,0.900622217
0884.HK-2013,1813.HK-2014,0.896442129
0884.HK-2013,1777.HK-2013,0.895416663
0884.HK-2013,1813.HK-2015,0.895169987
0884.HK-2013,0106.HK-2017,0.88827183
0884.HK-2013,000031.SZ-2019,0.888259676
0884.HK-2013,000732.SZ-2018,0.885426089
0884.HK-2013,0832.HK-2014,0.875182376
0884.HK-2013,1628.HK-2016,0.874379102
0884.HK-2013,1109.HK-2015,0.870416104
0884.HK-2013,2007.HK-2014,0.869972068
0884.HK-2013,002244.SZ-2017,0.865133805
0884.HK-2013,0960.HK-2014,0.862507412
1813.HK-2013,1813.HK-2014,0.980716387
1813.HK-2013,1813.HK-2015,0.953796382
1813.HK-2013,0832.HK-2013,0.933054548
1813.HK-2013,2768.HK-2019,0.926455488
1813.HK-2013,0106.HK-2019,0.904253529
1813.HK-2013,0884.HK-2014,0.901366159
1813.HK-2013,3380.HK-2015,0.896327591
1813.HK-2013,1109.HK-2015,0.888889951
1813.HK-2013,0960.HK-2014,0.885628928
1813.HK-2013,002244.SZ-2017,0.88544918
1813.HK-2013,1098.HK-2017,0.86323813
1813.HK-2013,601155.SH-2016,0.854722754
1777.HK-2013,1628.HK-2013,0.948631814
1777.HK-2013,1777.HK-2014,0.939690887
1777.HK-2013,1966.HK-2014,0.936721987
1777.HK-2013,1966.HK-2015,0.932772514
1777.HK-2013,1628.HK-2015,0.926680225
1777.HK-2013,1777.HK-2015,0.926233914
1777.HK-2013,3380.HK-2015,0.923548337
1777.HK-2013,000031.SZ-2016,0.920738638
1777.HK-2013,1098.HK-2016,0.917462539
1777.HK-2013,3883.HK-2014,0.915736501
1777.HK-2013,3883.HK-2016,0.91296914
1777.HK-2013,1628.HK-2014,0.909669789
1777.HK-2013,000926.SZ-2019,0.909521331
1777.HK-2013,1098.HK-2014,0.903423864
1777.HK-2013,0106.HK-2016,0.902344399
1777.HK-2013,0884.HK-2015,0.901862239
1777.HK-2013,600325.SH-2016,0.899851218
1777.HK-2013,0884.HK-2014,0.898455915
1777.HK-2013,000926.SZ-2018,0.897142275
1777.HK-2013,000031.SZ-2018,0.89596307
0106.HK-2013,600466.SH-2014,0.946832194
0106.HK-2013,1908.HK-2014,0.922489901
0106.HK-2013,1908.HK-2015,0.919683917
0106.HK-2013,000656.SZ-2014,0.911101033
0106.HK-2013,1281.HK-2014,0.906828259
0106.HK-2013,1281.HK-2019,0.906695282
0106.HK-2013,001979.SZ-2016,0.906080048
0106.HK-2013,2777.HK-2014,0.90116556
0106.HK-2013,2868.HK-2015,0.900024265
0106.HK-2013,0817.HK-2014,0.897257226
0106.HK-2013,1908.HK-2016,0.893466149
0106.HK-2013,001979.SZ-2015,0.892778263
0106.HK-2013,600048.SH-2017,0.891060881
0106.HK-2013,000732.SZ-2016,0.890928938
0106.HK-2013,1638.HK-2017,0.886043811
0106.HK-2013,600376.SH-2017,0.884112362
0106.HK-2013,3301.HK-2017,0.883693943
0106.HK-2013,000732.SZ-2017,0.878882391
0106.HK-2013,600325.SH-2014,0.877798677
0106.HK-2013,600325.SH-2017,0.875911051
1628.HK-2013,1628.HK-2015,0.954602253
1628.HK-2013,1098.HK-2016,0.943981849
1628.HK-2013,3883.HK-2014,0.942346604
1628.HK-2013,1777.HK-2015,0.941659116
1628.HK-2013,3883.HK-2016,0.940138094
1628.HK-2013,1777.HK-2014,0.940042571
1628.HK-2013,1966.HK-2014,0.939512787
1628.HK-2013,1966.HK-2015,0.935679979
1628.HK-2013,000031.SZ-2016,0.923435768
1628.HK-2013,600325.SH-2016,0.916810575
1628.HK-2013,000926.SZ-2018,0.91159899
1628.HK-2013,3380.HK-2015,0.90688275
1628.HK-2013,000031.SZ-2018,0.90671775
1628.HK-2013,000031.SZ-2014,0.905624264
1628.HK-2013,1628.HK-2014,0.902747917
1628.HK-2013,0106.HK-2016,0.900922202
1628.HK-2013,0884.HK-2015,0.89913918
1628.HK-2013,2868.HK-2017,0.897214384
1628.HK-2013,600708.SH-2015,0.892262375
1966.HK-2013,0884.HK-2016,0.972033445
1966.HK-2013,600376.SH-2014,0.952976414
1966.HK-2013,002244.SZ-2015,0.943047809
1966.HK-2013,1238.HK-2015,0.940220308
1966.HK-2013,1238.HK-2019,0.940189751
1966.HK-2013,0832.HK-2018,0.929929201
1966.HK-2013,0832.HK-2017,0.928865769
1966.HK-2013,0106.HK-2015,0.919802837
1966.HK-2013,1777.HK-2019,0.919345744
1966.HK-2013,002244.SZ-2019,0.918682351
1966.HK-2013,2768.HK-2018,0.917196014
1966.HK-2013,000031.SZ-2019,0.916628955
1966.HK-2013,1098.HK-2017,0.913497552
1966.HK-2013,0106.HK-2017,0.908914303
1966.HK-2013,1628.HK-2016,0.908249268
1966.HK-2013,000732.SZ-2018,0.90125048
1966.HK-2013,0832.HK-2014,0.89846164
1966.HK-2013,1238.HK-2017,0.894020112
1966.HK-2013,000031.SZ-2017,0.89220759
1966.HK-2013,1908.HK-2017,0.882864605
1966.HK-2013,0106.HK-2014,0.878640541
1966.HK-2013,0817.HK-2015,0.875534008
1966.HK-2013,0832.HK-2016,0.865442885
1966.HK-2013,002244.SZ-2017,0.865073455
1966.HK-2013,0106.HK-2019,0.864875667
0832.HK-2013,2768.HK-2019,0.974895813
0832.HK-2013,1813.HK-2015,0.945269161
0832.HK-2013,0106.HK-2019,0.932231903
0832.HK-2013,1813.HK-2014,0.918126476
0832.HK-2013,0884.HK-2014,0.91241775
0832.HK-2013,002244.SZ-2017,0.890807418
0832.HK-2013,0106.HK-2017,0.876885216
0832.HK-2013,1109.HK-2015,0.873686294
0832.HK-2013,000031.SZ-2019,0.872782376
0832.HK-2013,0960.HK-2014,0.87269788
0832.HK-2013,0832.HK-2014,0.87044324
0832.HK-2013,2007.HK-2014,0.866134794
0832.HK-2013,1098.HK-2017,0.860990613
0832.HK-2013,1966.HK-2017,0.853665647
000732.SZ-2014,2868.HK-2014,0.966561479
000732.SZ-2014,000732.SZ-2015,0.938926752
000732.SZ-2014,3301.HK-2016,0.938510496
000732.SZ-2014,600376.SH-2015,0.912091443
000732.SZ-2014,000926.SZ-2014,0.908425997
000732.SZ-2014,000926.SZ-2015,0.907417816
000732.SZ-2014,600325.SH-2014,0.904811555
000732.SZ-2014,1908.HK-2019,0.900225268
000732.SZ-2014,1233.HK-2017,0.896774208
000732.SZ-2014,1908.HK-2018,0.892836963
000732.SZ-2014,3380.HK-2016,0.884766859
000732.SZ-2014,1233.HK-2018,0.882038366
000732.SZ-2014,000671.SZ-2015,0.879293013
000732.SZ-2014,1233.HK-2015,0.876950608
000732.SZ-2014,3380.HK-2014,0.876047088
000732.SZ-2014,1628.HK-2019,0.87243073
000732.SZ-2014,002146.SZ-2016,0.86598592
000732.SZ-2014,1813.HK-2017,0.865672848
3333.HK-2014,2777.HK-2018,0.925641481
3333.HK-2014,3333.HK-2015,0.925206581
3333.HK-2014,600606.SH-2014,0.923689279
3333.HK-2014,1918.HK-2017,0.915482053
3333.HK-2014,3333.HK-2017,0.912248442
3333.HK-2014,1813.HK-2017,0.910294781
3333.HK-2014,002146.SZ-2016,0.909884749
3333.HK-2014,0960.HK-2017,0.909877369
3333.HK-2014,0960.HK-2018,0.909697518
3333.HK-2014,1638.HK-2019,0.908995302
3333.HK-2014,0884.HK-2019,0.897247054
3333.HK-2014,2777.HK-2019,0.895448652
3333.HK-2014,0813.HK-2015,0.894427554
3333.HK-2014,0832.HK-2019,0.894204281
3333.HK-2014,3333.HK-2016,0.892817327
3333.HK-2014,1638.HK-2017,0.892180261
3333.HK-2014,1238.HK-2016,0.88836012
3333.HK-2014,600340.SH-2019,0.886520467
3333.HK-2014,000656.SZ-2018,0.885625969
3333.HK-2014,1813.HK-2018,0.878618316
3333.HK-2014,3333.HK-2019,0.875084958
3333.HK-2014,1813.HK-2016,0.870580085
3333.HK-2014,3883.HK-2017,0.870099509
600340.SH-2014,3380.HK-2019,0.965293616
600340.SH-2014,002146.SZ-2014,0.94903743
600340.SH-2014,3380.HK-2017,0.923675159
600340.SH-2014,002146.SZ-2017,0.923613073
600340.SH-2014,2768.HK-2016,0.892317071
600340.SH-2014,1813.HK-2019,0.881888726
600340.SH-2014,1966.HK-2018,0.878569163
600340.SH-2014,600340.SH-2015,0.871164936
600340.SH-2014,601155.SH-2018,0.865896524
600340.SH-2014,601155.SH-2017,0.861321063
600340.SH-2014,3380.HK-2018,0.860047422
600340.SH-2014,600340.SH-2016,0.858131166
600340.SH-2014,002146.SZ-2018,0.846139064
600340.SH-2014,002146.SZ-2019,0.845202785
600340.SH-2014,601155.SH-2019,0.844404096
600340.SH-2014,3383.HK-2019,0.842869916
600340.SH-2014,001979.SZ-2018,0.841317041
600340.SH-2014,000002.SZ-2014,0.839653437
1918.HK-2014,1918.HK-2015,0.971937699
1918.HK-2014,1862.HK-2017,0.934207323
1918.HK-2014,600606.SH-2017,0.920498663
1918.HK-2014,600606.SH-2019,0.910818799
1918.HK-2014,000732.SZ-2019,0.909170945
1918.HK-2014,1862.HK-2019,0.908343991
1918.HK-2014,600708.SH-2017,0.907366171
1918.HK-2014,601155.SH-2016,0.905065309
1918.HK-2014,600466.SH-2015,0.90190744
1918.HK-2014,3301.HK-2019,0.896185073
1918.HK-2014,600708.SH-2016,0.894038958
1918.HK-2014,601155.SH-2015,0.8937619
1918.HK-2014,0106.HK-2016,0.892578419
1918.HK-2014,000671.SZ-2019,0.890858111
1918.HK-2014,000926.SZ-2017,0.89018051
1918.HK-2014,600606.SH-2018,0.889400325
000031.SZ-2014,3883.HK-2016,0.940225342
000031.SZ-2014,3883.HK-2014,0.928810543
000031.SZ-2014,1777.HK-2015,0.92766114
000031.SZ-2014,1777.HK-2014,0.923977368
000031.SZ-2014,1966.HK-2014,0.913920545
000031.SZ-2014,1966.HK-2015,0.908667035
000031.SZ-2014,1628.HK-2015,0.904016868
000031.SZ-2014,600708.SH-2015,0.899266709
000031.SZ-2014,3883.HK-2015,0.897039287
000031.SZ-2014,1777.HK-2017,0.89435283
000031.SZ-2014,000031.SZ-2015,0.892558968
000031.SZ-2014,1098.HK-2016,0.889756295
000031.SZ-2014,600708.SH-2018,0.884649113
000031.SZ-2014,600376.SH-2015,0.88403254
000031.SZ-2014,002146.SZ-2015,0.873552777
000031.SZ-2014,600325.SH-2014,0.866699642
000002.SZ-2014,002146.SZ-2019,0.928299603
000002.SZ-2014,601155.SH-2019,0.926033774
000002.SZ-2014,002146.SZ-2018,0.925278375
000002.SZ-2014,001979.SZ-2018,0.921075379
000002.SZ-2014,1109.HK-2016,0.8983995
000002.SZ-2014,1628.HK-2018,0.886519502
000002.SZ-2014,3383.HK-2019,0.886503866
000002.SZ-2014,1098.HK-2018,0.883926279
000002.SZ-2014,600340.SH-2018,0.882664393
000002.SZ-2014,1918.HK-2018,0.862560383
000002.SZ-2014,3383.HK-2017,0.853670992
000002.SZ-2014,2007.HK-2016,0.852369512
000002.SZ-2014,000002.SZ-2019,0.852087524
000002.SZ-2014,002146.SZ-2017,0.851905032
000002.SZ-2014,0813.HK-2014,0.850463056
000002.SZ-2014,600383.SH-2019,0.848092987
000002.SZ-2014,1109.HK-2019,0.847746537
000002.SZ-2014,002146.SZ-2014,0.845965554
000002.SZ-2014,3333.HK-2018,0.84414859
000002.SZ-2014,0813.HK-2019,0.843988591
000002.SZ-2014,3380.HK-2019,0.83947618
000002.SZ-2014,1098.HK-2019,0.839310232
000002.SZ-2014,3380.HK-2017,0.838800377
600376.SH-2014,0884.HK-2016,0.945846257
600376.SH-2014,1238.HK-2019,0.934520589
600376.SH-2014,002244.SZ-2015,0.928987377
600376.SH-2014,1238.HK-2015,0.923064566
600376.SH-2014,1098.HK-2017,0.920113899
600376.SH-2014,0832.HK-2018,0.919977552
600376.SH-2014,0832.HK-2017,0.919748379
600376.SH-2014,002244.SZ-2019,0.919258787
600376.SH-2014,1777.HK-2019,0.910481442
600376.SH-2014,000732.SZ-2018,0.909974125
600376.SH-2014,000031.SZ-2019,0.898831503
600376.SH-2014,1628.HK-2016,0.894309379
600376.SH-2014,0106.HK-2017,0.893393067
600376.SH-2014,0106.HK-2015,0.892789222
600376.SH-2014,2768.HK-2018,0.890112015
600376.SH-2014,1908.HK-2017,0.886685511
600376.SH-2014,0832.HK-2014,0.884789108
600376.SH-2014,000031.SZ-2017,0.883564736
600376.SH-2014,0106.HK-2014,0.880026086
600376.SH-2014,0817.HK-2015,0.873503293
600376.SH-2014,0960.HK-2016,0.872916083
600376.SH-2014,1238.HK-2017,0.872249502
600376.SH-2014,002244.SZ-2017,0.872022969
600376.SH-2014,3900.HK-2019,0.871721365
600376.SH-2014,0832.HK-2016,0.870580568
000656.SZ-2014,600466.SH-2014,0.927438079
000656.SZ-2014,000926.SZ-2014,0.90439504
000656.SZ-2014,1908.HK-2014,0.901800442
000656.SZ-2014,2868.HK-2015,0.896380561
000656.SZ-2014,000732.SZ-2016,0.895111404
000656.SZ-2014,1908.HK-2015,0.888667639
000656.SZ-2014,000961.SZ-2014,0.886241822
000656.SZ-2014,000926.SZ-2015,0.886209685
000656.SZ-2014,1281.HK-2014,0.880991877
000656.SZ-2014,3301.HK-2017,0.876417212
000656.SZ-2014,1638.HK-2017,0.873615457
000656.SZ-2014,600325.SH-2014,0.872496427
000656.SZ-2014,3301.HK-2016,0.868437951
000656.SZ-2014,1813.HK-2017,0.866300983
000656.SZ-2014,000732.SZ-2015,0.865851416
1908.HK-2014,1908.HK-2015,0.980081036
1908.HK-2014,1281.HK-2019,0.946305443
1908.HK-2014,1281.HK-2014,0.944770834
1908.HK-2014,600466.SH-2014,0.934465339
1908.HK-2014,600376.SH-2017,0.928349684
1908.HK-2014,000732.SZ-2016,0.928221451
1908.HK-2014,600048.SH-2017,0.926165951
1908.HK-2014,1908.HK-2016,0.923754356
1908.HK-2014,2777.HK-2014,0.922358975
1908.HK-2014,001979.SZ-2016,0.921843536
1908.HK-2014,001979.SZ-2015,0.919514381
1908.HK-2014,000732.SZ-2017,0.917397231
1908.HK-2014,1862.HK-2015,0.916257765
1908.HK-2014,0817.HK-2014,0.913558179
1908.HK-2014,600325.SH-2015,0.912612647
1908.HK-2014,600325.SH-2017,0.912238373
1908.HK-2014,2868.HK-2015,0.907835932
1908.HK-2014,2868.HK-2018,0.906294024
1908.HK-2014,3301.HK-2017,0.904859631
1908.HK-2014,3383.HK-2016,0.901203645
1908.HK-2014,000671.SZ-2017,0.896949949
1908.HK-2014,600325.SH-2019,0.892405174
1908.HK-2014,600325.SH-2018,0.892281192
1908.HK-2014,600048.SH-2014,0.890832586
1908.HK-2014,001979.SZ-2017,0.883477945
0960.HK-2014,1109.HK-2015,0.952892234
0960.HK-2014,000002.SZ-2015,0.919931855
0960.HK-2014,1813.HK-2015,0.887857332
0960.HK-2014,1813.HK-2014,0.882573991
0960.HK-2014,0960.HK-2016,0.88132235
0960.HK-2014,2768.HK-2019,0.865038332
0960.HK-2014,0106.HK-2019,0.861105665
0960.HK-2014,002244.SZ-2017,0.853304081
0960.HK-2014,1966.HK-2017,0.835517248
600708.SH-2014,3301.HK-2018,0.95677958
600708.SH-2014,600466.SH-2019,0.955986744
600708.SH-2014,000961.SZ-2018,0.950698406
600708.SH-2014,600606.SH-2018,0.93959696
600708.SH-2014,000732.SZ-2019,0.932166773
600708.SH-2014,1862.HK-2019,0.920020333
600708.SH-2014,000671.SZ-2019,0.918400385
600708.SH-2014,3301.HK-2019,0.917742559
600708.SH-2014,600606.SH-2019,0.915717917
600708.SH-2014,600606.SH-2017,0.913211504
600708.SH-2014,000656.SZ-2015,0.912081463
600708.SH-2014,0832.HK-2015,0.911280393
600708.SH-2014,601155.SH-2015,0.909114006
600708.SH-2014,000671.SZ-2018,0.903825117
600708.SH-2014,601155.SH-2016,0.898056344
600708.SH-2014,1862.HK-2017,0.887147374
600708.SH-2014,600466.SH-2015,0.886162746
600708.SH-2014,2007.HK-2015,0.885932142
600708.SH-2014,000961.SZ-2017,0.88034446
600708.SH-2014,1862.HK-2016,0.877399105
600708.SH-2014,1918.HK-2015,0.874749848
600708.SH-2014,000002.SZ-2015,0.856135443
600708.SH-2014,1638.HK-2014,0.853465555
2007.HK-2014,000656.SZ-2018,0.879592782
2007.HK-2014,0106.HK-2019,0.877565598
2007.HK-2014,0884.HK-2014,0.869833131
2007.HK-2014,3883.HK-2017,0.865239319
2007.HK-2014,2768.HK-2019,0.862612679
2007.HK-2014,0832.HK-2016,0.862157325
2007.HK-2014,2768.HK-2018,0.857868652
2007.HK-2014,600383.SH-2017,0.855522356
2007.HK-2014,0813.HK-2014,0.853913601
2007.HK-2014,1238.HK-2018,0.853678958
1233.HK-2014,1233.HK-2016,0.939792401
1233.HK-2014,1966.HK-2017,0.871945189
1233.HK-2014,1862.HK-2018,0.871497667
1233.HK-2014,0106.HK-2018,0.867370699
1233.HK-2014,2768.HK-2017,0.858533682
1233.HK-2014,000671.SZ-2014,0.847182112
1233.HK-2014,1966.HK-2016,0.846944862
1233.HK-2014,0884.HK-2017,0.842862067
3380.HK-2014,000671.SZ-2015,0.927711354
3380.HK-2014,1628.HK-2019,0.926692632
3380.HK-2014,3883.HK-2017,0.8803174
3380.HK-2014,1233.HK-2015,0.875196954
3380.HK-2014,1233.HK-2018,0.873568942
3380.HK-2014,1233.HK-2017,0.871582813
3380.HK-2014,1908.HK-2018,0.871007052
3380.HK-2014,2868.HK-2014,0.870917649
3380.HK-2014,3883.HK-2015,0.870296803
3380.HK-2014,000732.SZ-2015,0.87013359
3380.HK-2014,002146.SZ-2015,0.870094316
3380.HK-2014,1908.HK-2019,0.86977029
3380.HK-2014,600383.SH-2017,0.869082535
3380.HK-2014,600708.SH-2018,0.868952973
3380.HK-2014,3301.HK-2016,0.865340336
3380.HK-2014,600383.SH-2018,0.861027772
3380.HK-2014,3380.HK-2016,0.859723238
3380.HK-2014,1233.HK-2019,0.85846265
3380.HK-2014,0884.HK-2017,0.857429021
600325.SH-2014,600376.SH-2015,0.933034109
600325.SH-2014,2868.HK-2014,0.912104198
600325.SH-2014,000926.SZ-2015,0.902068219
600325.SH-2014,000926.SZ-2014,0.897577114
600325.SH-2014,600466.SH-2014,0.892261007
600325.SH-2014,3380.HK-2016,0.892042714
600325.SH-2014,3301.HK-2016,0.877848569
600325.SH-2014,000732.SZ-2015,0.877559143
600325.SH-2014,1233.HK-2017,0.858657613
000926.SZ-2014,000926.SZ-2015,0.961637113
000926.SZ-2014,000732.SZ-2015,0.931781056
000926.SZ-2014,3301.HK-2016,0.924323542
000926.SZ-2014,2868.HK-2014,0.900564164
000926.SZ-2014,600376.SH-2015,0.897427197
000926.SZ-2014,000961.SZ-2014,0.890261174
000926.SZ-2014,1813.HK-2017,0.887812563
000926.SZ-2014,1813.HK-2016,0.876260158
000926.SZ-2014,600466.SH-2014,0.875449563
000926.SZ-2014,600606.SH-2016,0.870339142
000926.SZ-2014,000961.SZ-2015,0.863311119
000926.SZ-2014,3380.HK-2016,0.863023464
000926.SZ-2014,3900.HK-2017,0.861492314
000926.SZ-2014,000671.SZ-2015,0.859722815
000926.SZ-2014,1813.HK-2018,0.856827064
